,country,year,sex,age,suicides_no,population
34189,Saint Vincent and Grenadines,1982,female,25-34 years,0.0,6475.0
34190,Saint Vincent and Grenadines,1982,female,35-54 years,0.0,6954.0
34191,Saint Vincent and Grenadines,1982,female,5-14 years,0.0,14232.0
34192,Saint Vincent and Grenadines,1982,female,55-74 years,0.0,4672.0
34193,Saint Vincent and Grenadines,1982,female,75+ years,0.0,1341.0
34194,Saint Vincent and Grenadines,1982,male,15-24 years,0.0,11722.0
34195,Saint Vincent and Grenadines,1982,male,25-34 years,0.0,5616.0
34196,Saint Vincent and Grenadines,1982,male,35-54 years,0.0,6069.0
34197,Saint Vincent and Grenadines,1982,male,5-14 years,0.0,14519.0
34198,Saint Vincent and Grenadines,1982,male,55-74 years,0.0,3836.0
34199,Saint Vincent and Grenadines,1982,male,75+ years,0.0,765.0
34200,Saint Vincent and Grenadines,1983,female,15-24 years,0.0,11876.0
34201,Saint Vincent and Grenadines,1983,female,25-34 years,0.0,6710.0
34202,Saint Vincent and Grenadines,1983,female,35-54 years,0.0,7087.0
34203,Saint Vincent and Grenadines,1983,female,5-14 years,0.0,14092.0
34204,Saint Vincent and Grenadines,1983,female,55-74 years,0.0,4638.0
34205,Saint Vincent and Grenadines,1983,female,75+ years,0.0,1388.0
34206,Saint Vincent and Grenadines,1983,male,15-24 years,0.0,11838.0
34207,Saint Vincent and Grenadines,1983,male,25-34 years,0.0,5880.0
34208,Saint Vincent and Grenadines,1983,male,35-54 years,0.0,6339.0
34209,Saint Vincent and Grenadines,1983,male,5-14 years,0.0,14375.0
34210,Saint Vincent and Grenadines,1983,male,55-74 years,0.0,3861.0
34211,Saint Vincent and Grenadines,1983,male,75+ years,0.0,796.0
34212,Saint Vincent and Grenadines,1984,female,15-24 years,0.0,11998.0
34213,Saint Vincent and Grenadines,1984,female,25-34 years,0.0,6919.0
34214,Saint Vincent and Grenadines,1984,female,35-54 years,0.0,7228.0
34215,Saint Vincent and Grenadines,1984,female,5-14 years,0.0,13929.0
34216,Saint Vincent and Grenadines,1984,female,55-74 years,0.0,4612.0
34217,Saint Vincent and Grenadines,1984,female,75+ years,0.0,1426.0
34218,Saint Vincent and Grenadines,1984,male,15-24 years,0.0,11959.0
34219,Saint Vincent and Grenadines,1984,male,25-34 years,0.0,6121.0
34220,Saint Vincent and Grenadines,1984,male,35-54 years,0.0,6617.0
34221,Saint Vincent and Grenadines,1984,male,5-14 years,0.0,14211.0
34222,Saint Vincent and Grenadines,1984,male,55-74 years,0.0,3902.0
34223,Saint Vincent and Grenadines,1984,male,75+ years,0.0,822.0
34224,Saint Vincent and Grenadines,1985,female,15-24 years,0.0,11900.0
34225,Saint Vincent and Grenadines,1985,female,25-34 years,0.0,9200.0
34226,Saint Vincent and Grenadines,1985,female,35-54 years,0.0,7400.0
34227,Saint Vincent and Grenadines,1985,female,5-14 years,0.0,12300.0
34228,Saint Vincent and Grenadines,1985,female,55-74 years,0.0,4100.0
34229,Saint Vincent and Grenadines,1985,female,75+ years,0.0,1000.0
34230,Saint Vincent and Grenadines,1985,male,15-24 years,0.0,12100.0
34231,Saint Vincent and Grenadines,1985,male,25-34 years,0.0,9300.0
34232,Saint Vincent and Grenadines,1985,male,35-54 years,2.0,6100.0
34233,Saint Vincent and Grenadines,1985,male,5-14 years,0.0,12800.0
34234,Saint Vincent and Grenadines,1985,male,55-74 years,0.0,2900.0
34235,Saint Vincent and Grenadines,1985,male,75+ years,0.0,700.0
34236,Saint Vincent and Grenadines,1986,female,15-24 years,0.0,12100.0
34237,Saint Vincent and Grenadines,1986,female,25-34 years,0.0,9300.0
34238,Saint Vincent and Grenadines,1986,female,35-54 years,0.0,7400.0
34239,Saint Vincent and Grenadines,1986,female,5-14 years,0.0,12500.0
34240,Saint Vincent and Grenadines,1986,female,55-74 years,0.0,4100.0
34241,Saint Vincent and Grenadines,1986,female,75+ years,0.0,1000.0
34242,Saint Vincent and Grenadines,1986,male,15-24 years,0.0,12300.0
34243,Saint Vincent and Grenadines,1986,male,25-34 years,0.0,9400.0
34244,Saint Vincent and Grenadines,1986,male,35-54 years,0.0,6100.0
34245,Saint Vincent and Grenadines,1986,male,5-14 years,0.0,13000.0
34246,Saint Vincent and Grenadines,1986,male,55-74 years,0.0,2900.0
34247,Saint Vincent and Grenadines,1986,male,75+ years,0.0,700.0
34248,Saint Vincent and Grenadines,1987,female,15-24 years,0.0,11800.0
34249,Saint Vincent and Grenadines,1987,female,25-34 years,0.0,7722.0
34250,Saint Vincent and Grenadines,1987,female,35-54 years,0.0,7471.0
34251,Saint Vincent and Grenadines,1987,female,5-14 years,0.0,13490.0
34252,Saint Vincent and Grenadines,1987,female,55-74 years,0.0,4835.0
34253,Saint Vincent and Grenadines,1987,female,75+ years,0.0,1500.0
34254,Saint Vincent and Grenadines,1987,male,15-24 years,0.0,12015.0
34255,Saint Vincent and Grenadines,1987,male,25-34 years,0.0,7324.0
34256,Saint Vincent and Grenadines,1987,male,35-54 years,0.0,7072.0
34257,Saint Vincent and Grenadines,1987,male,5-14 years,0.0,13801.0
34258,Saint Vincent and Grenadines,1987,male,55-74 years,0.0,4058.0
34259,Saint Vincent and Grenadines,1987,male,75+ years,0.0,948.0
34260,Saint Vincent and Grenadines,1990,female,15-24 years,0.0,11097.0
34261,Saint Vincent and Grenadines,1990,female,25-34 years,0.0,8323.0
34262,Saint Vincent and Grenadines,1990,female,35-54 years,0.0,7762.0
34263,Saint Vincent and Grenadines,1990,female,5-14 years,0.0,13580.0
34264,Saint Vincent and Grenadines,1990,female,55-74 years,0.0,5128.0
34265,Saint Vincent and Grenadines,1990,female,75+ years,0.0,1532.0
34266,Saint Vincent and Grenadines,1990,male,15-24 years,0.0,11489.0
34267,Saint Vincent and Grenadines,1990,male,25-34 years,3.0,8514.0
34268,Saint Vincent and Grenadines,1990,male,35-54 years,1.0,7593.0
34269,Saint Vincent and Grenadines,1990,male,5-14 years,0.0,13853.0
34270,Saint Vincent and Grenadines,1990,male,55-74 years,1.0,4229.0
34271,Saint Vincent and Grenadines,1990,male,75+ years,0.0,1041.0
34272,Saint Vincent and Grenadines,1995,female,15-24 years,0.0,11061.0
34273,Saint Vincent and Grenadines,1995,female,25-34 years,0.0,8575.0
34274,Saint Vincent and Grenadines,1995,female,35-54 years,0.0,8791.0
34275,Saint Vincent and Grenadines,1995,female,5-14 years,0.0,12450.0
34276,Saint Vincent and Grenadines,1995,female,55-74 years,0.0,5396.0
34277,Saint Vincent and Grenadines,1995,female,75+ years,0.0,1681.0
34278,Saint Vincent and Grenadines,1995,male,15-24 years,1.0,11449.0
34279,Saint Vincent and Grenadines,1995,male,25-34 years,1.0,9023.0
34280,Saint Vincent and Grenadines,1995,male,35-54 years,4.0,9078.0
34281,Saint Vincent and Grenadines,1995,male,5-14 years,0.0,12625.0
34282,Saint Vincent and Grenadines,1995,male,55-74 years,1.0,4642.0
34283,Saint Vincent and Grenadines,1995,male,75+ years,0.0,1203.0
34284,Saint Vincent and Grenadines,1996,female,15-24 years,0.0,10978.0
34285,Saint Vincent and Grenadines,1996,female,25-34 years,0.0,8535.0
34286,Saint Vincent and Grenadines,1996,female,35-54 years,1.0,9172.0
34287,Saint Vincent and Grenadines,1996,female,5-14 years,0.0,12189.0
34288,Saint Vincent and Grenadines,1996,female,55-74 years,0.0,5346.0
34289,Saint Vincent and Grenadines,1996,female,75+ years,0.0,1733.0
34290,Saint Vincent and Grenadines,1996,male,15-24 years,1.0,11360.0
34291,Saint Vincent and Grenadines,1996,male,25-34 years,4.0,9020.0
34292,Saint Vincent and Grenadines,1996,male,35-54 years,2.0,9518.0
34293,Saint Vincent and Grenadines,1996,male,5-14 years,0.0,12360.0
34294,Saint Vincent and Grenadines,1996,male,55-74 years,0.0,4651.0
34295,Saint Vincent and Grenadines,1996,male,75+ years,0.0,1233.0
34296,Saint Vincent and Grenadines,1997,female,15-24 years,0.0,10897.0
34297,Saint Vincent and Grenadines,1997,female,25-34 years,0.0,8443.0
34298,Saint Vincent and Grenadines,1997,female,35-54 years,0.0,9614.0
34299,Saint Vincent and Grenadines,1997,female,5-14 years,0.0,11950.0
34300,Saint Vincent and Grenadines,1997,female,55-74 years,0.0,5289.0
34301,Saint Vincent and Grenadines,1997,female,75+ years,0.0,1780.0
34302,Saint Vincent and Grenadines,1997,male,15-24 years,1.0,11269.0
34303,Saint Vincent and Grenadines,1997,male,25-34 years,1.0,8956.0
34304,Saint Vincent and Grenadines,1997,male,35-54 years,1.0,10022.0
34305,Saint Vincent and Grenadines,1997,male,5-14 years,0.0,12124.0
34306,Saint Vincent and Grenadines,1997,male,55-74 years,0.0,4666.0
34307,Saint Vincent and Grenadines,1997,male,75+ years,0.0,1245.0
34308,Saint Vincent and Grenadines,1998,female,15-24 years,0.0,10819.0
34309,Saint Vincent and Grenadines,1998,female,25-34 years,0.0,8318.0
34310,Saint Vincent and Grenadines,1998,female,35-54 years,0.0,10094.0
34311,Saint Vincent and Grenadines,1998,female,5-14 years,0.0,11738.0
34312,Saint Vincent and Grenadines,1998,female,55-74 years,0.0,5226.0
34313,Saint Vincent and Grenadines,1998,female,75+ years,0.0,1810.0
34314,Saint Vincent and Grenadines,1998,male,15-24 years,0.0,11181.0
34315,Saint Vincent and Grenadines,1998,male,25-34 years,3.0,8852.0
34316,Saint Vincent and Grenadines,1998,male,35-54 years,4.0,10556.0
34317,Saint Vincent and Grenadines,1998,male,5-14 years,0.0,11920.0
34318,Saint Vincent and Grenadines,1998,male,55-74 years,2.0,4684.0
34319,Saint Vincent and Grenadines,1998,male,75+ years,1.0,1251.0
34320,Saint Vincent and Grenadines,1999,female,15-24 years,0.0,10747.0
34321,Saint Vincent and Grenadines,1999,female,25-34 years,0.0,8186.0
34322,Saint Vincent and Grenadines,1999,female,35-54 years,0.0,10547.0
34323,Saint Vincent and Grenadines,1999,female,5-14 years,0.0,11554.0
34324,Saint Vincent and Grenadines,1999,female,55-74 years,0.0,5187.0
34325,Saint Vincent and Grenadines,1999,female,75+ years,0.0,1840.0
34326,Saint Vincent and Grenadines,1999,male,15-24 years,0.0,11093.0
34327,Saint Vincent and Grenadines,1999,male,25-34 years,0.0,8736.0
34328,Saint Vincent and Grenadines,1999,male,35-54 years,4.0,11082.0
34329,Saint Vincent and Grenadines,1999,male,5-14 years,1.0,11747.0
34330,Saint Vincent and Grenadines,1999,male,55-74 years,1.0,4717.0
34331,Saint Vincent and Grenadines,1999,male,75+ years,0.0,1249.0
34332,Saint Vincent and Grenadines,2000,female,15-24 years,0.0,10682.0
34333,Saint Vincent and Grenadines,2000,female,25-34 years,0.0,8075.0
34334,Saint Vincent and Grenadines,2000,female,35-54 years,0.0,10952.0
34335,Saint Vincent and Grenadines,2000,female,5-14 years,0.0,11396.0
34336,Saint Vincent and Grenadines,2000,female,55-74 years,0.0,5182.0
34337,Saint Vincent and Grenadines,2000,female,75+ years,0.0,1861.0
34338,Saint Vincent and Grenadines,2000,male,15-24 years,2.0,11006.0
34339,Saint Vincent and Grenadines,2000,male,25-34 years,0.0,8625.0
34340,Saint Vincent and Grenadines,2000,male,35-54 years,3.0,11565.0
34341,Saint Vincent and Grenadines,2000,male,5-14 years,0.0,11593.0
34342,Saint Vincent and Grenadines,2000,male,55-74 years,0.0,4776.0
34343,Saint Vincent and Grenadines,2000,male,75+ years,0.0,1243.0
34344,Saint Vincent and Grenadines,2001,female,15-24 years,0.0,10638.0
34345,Saint Vincent and Grenadines,2001,female,25-34 years,1.0,8112.0
34346,Saint Vincent and Grenadines,2001,female,35-54 years,0.0,11314.0
34347,Saint Vincent and Grenadines,2001,female,5-14 years,0.0,11209.0
34348,Saint Vincent and Grenadines,2001,female,55-74 years,0.0,5142.0
34349,Saint Vincent and Grenadines,2001,female,75+ years,0.0,1879.0
34350,Saint Vincent and Grenadines,2001,male,15-24 years,0.0,10929.0
34351,Saint Vincent and Grenadines,2001,male,25-34 years,2.0,8657.0
34352,Saint Vincent and Grenadines,2001,male,35-54 years,3.0,11990.0
34353,Saint Vincent and Grenadines,2001,male,5-14 years,0.0,11413.0
34354,Saint Vincent and Grenadines,2001,male,55-74 years,1.0,4798.0
34355,Saint Vincent and Grenadines,2001,male,75+ years,1.0,1260.0
34356,Saint Vincent and Grenadines,2002,female,15-24 years,0.0,10586.0
34357,Saint Vincent and Grenadines,2002,female,25-34 years,0.0,8183.0
34358,Saint Vincent and Grenadines,2002,female,35-54 years,1.0,11640.0
34359,Saint Vincent and Grenadines,2002,female,5-14 years,0.0,11047.0
34360,Saint Vincent and Grenadines,2002,female,55-74 years,0.0,5140.0
34361,Saint Vincent and Grenadines,2002,female,75+ years,0.0,1887.0
34362,Saint Vincent and Grenadines,2002,male,15-24 years,1.0,10839.0
34363,Saint Vincent and Grenadines,2002,male,25-34 years,1.0,8713.0
34364,Saint Vincent and Grenadines,2002,male,35-54 years,2.0,12383.0
34365,Saint Vincent and Grenadines,2002,male,5-14 years,0.0,11257.0
34366,Saint Vincent and Grenadines,2002,male,55-74 years,0.0,4854.0
34367,Saint Vincent and Grenadines,2002,male,75+ years,2.0,1270.0
34368,Saint Vincent and Grenadines,2003,female,15-24 years,0.0,10526.0
34369,Saint Vincent and Grenadines,2003,female,25-34 years,0.0,8273.0
34370,Saint Vincent and Grenadines,2003,female,35-54 years,0.0,11938.0
34371,Saint Vincent and Grenadines,2003,female,5-14 years,0.0,10901.0
34372,Saint Vincent and Grenadines,2003,female,55-74 years,0.0,5176.0
34373,Saint Vincent and Grenadines,2003,female,75+ years,0.0,1891.0
34374,Saint Vincent and Grenadines,2003,male,15-24 years,0.0,10742.0
34375,Saint Vincent and Grenadines,2003,male,25-34 years,2.0,8774.0
34376,Saint Vincent and Grenadines,2003,male,35-54 years,1.0,12755.0
34377,Saint Vincent and Grenadines,2003,male,5-14 years,0.0,11110.0
34378,Saint Vincent and Grenadines,2003,male,55-74 years,1.0,4931.0
34379,Saint Vincent and Grenadines,2003,male,75+ years,0.0,1275.0
34380,Saint Vincent and Grenadines,2004,female,15-24 years,0.0,10459.0
34381,Saint Vincent and Grenadines,2004,female,25-34 years,0.0,8353.0
34382,Saint Vincent and Grenadines,2004,female,35-54 years,0.0,12215.0
34383,Saint Vincent and Grenadines,2004,female,5-14 years,0.0,10749.0
34384,Saint Vincent and Grenadines,2004,female,55-74 years,0.0,5239.0
34385,Saint Vincent and Grenadines,2004,female,75+ years,0.0,1885.0
34386,Saint Vincent and Grenadines,2004,male,15-24 years,0.0,10640.0
34387,Saint Vincent and Grenadines,2004,male,25-34 years,1.0,8823.0
34388,Saint Vincent and Grenadines,2004,male,35-54 years,2.0,13116.0
34389,Saint Vincent and Grenadines,2004,male,5-14 years,0.0,10961.0
34390,Saint Vincent and Grenadines,2004,male,55-74 years,1.0,5030.0
34391,Saint Vincent and Grenadines,2004,male,75+ years,0.0,1270.0
34392,Saint Vincent and Grenadines,2005,female,15-24 years,0.0,10390.0
34393,Saint Vincent and Grenadines,2005,female,25-34 years,0.0,8413.0
34394,Saint Vincent and Grenadines,2005,female,35-54 years,1.0,12482.0
34395,Saint Vincent and Grenadines,2005,female,5-14 years,0.0,10587.0
34396,Saint Vincent and Grenadines,2005,female,55-74 years,0.0,5331.0
34397,Saint Vincent and Grenadines,2005,female,75+ years,0.0,1869.0
34398,Saint Vincent and Grenadines,2005,male,15-24 years,4.0,10542.0
34399,Saint Vincent and Grenadines,2005,male,25-34 years,1.0,8846.0
34400,Saint Vincent and Grenadines,2005,male,35-54 years,2.0,13458.0
34401,Saint Vincent and Grenadines,2005,male,5-14 years,0.0,10795.0
34402,Saint Vincent and Grenadines,2005,male,55-74 years,0.0,5148.0
34403,Saint Vincent and Grenadines,2005,male,75+ years,0.0,1257.0
34404,Saint Vincent and Grenadines,2006,female,15-24 years,0.0,10320.0
34405,Saint Vincent and Grenadines,2006,female,25-34 years,0.0,8494.0
34406,Saint Vincent and Grenadines,2006,female,35-54 years,1.0,12698.0
34407,Saint Vincent and Grenadines,2006,female,5-14 years,0.0,10460.0
34408,Saint Vincent and Grenadines,2006,female,55-74 years,0.0,5404.0
34409,Saint Vincent and Grenadines,2006,female,75+ years,0.0,1857.0
34410,Saint Vincent and Grenadines,2006,male,15-24 years,1.0,10473.0
34411,Saint Vincent and Grenadines,2006,male,25-34 years,1.0,8894.0
34412,Saint Vincent and Grenadines,2006,male,35-54 years,2.0,13702.0
34413,Saint Vincent and Grenadines,2006,male,5-14 years,0.0,10674.0
34414,Saint Vincent and Grenadines,2006,male,55-74 years,0.0,5218.0
34415,Saint Vincent and Grenadines,2006,male,75+ years,1.0,1269.0
34416,Saint Vincent and Grenadines,2007,female,15-24 years,0.0,10243.0
34417,Saint Vincent and Grenadines,2007,female,25-34 years,0.0,8564.0
34418,Saint Vincent and Grenadines,2007,female,35-54 years,0.0,12889.0
34419,Saint Vincent and Grenadines,2007,female,5-14 years,0.0,10307.0
34420,Saint Vincent and Grenadines,2007,female,55-74 years,0.0,5514.0
34421,Saint Vincent and Grenadines,2007,female,75+ years,0.0,1825.0
34422,Saint Vincent and Grenadines,2007,male,15-24 years,3.0,10403.0
34423,Saint Vincent and Grenadines,2007,male,25-34 years,4.0,8927.0
34424,Saint Vincent and Grenadines,2007,male,35-54 years,4.0,13920.0
34425,Saint Vincent and Grenadines,2007,male,5-14 years,0.0,10526.0
34426,Saint Vincent and Grenadines,2007,male,55-74 years,0.0,5306.0
34427,Saint Vincent and Grenadines,2007,male,75+ years,0.0,1265.0
34428,Saint Vincent and Grenadines,2008,female,15-24 years,0.0,10175.0
34429,Saint Vincent and Grenadines,2008,female,25-34 years,0.0,8614.0
34430,Saint Vincent and Grenadines,2008,female,35-54 years,1.0,13057.0
34431,Saint Vincent and Grenadines,2008,female,5-14 years,0.0,10132.0
34432,Saint Vincent and Grenadines,2008,female,55-74 years,0.0,5642.0
34433,Saint Vincent and Grenadines,2008,female,75+ years,0.0,1792.0
34434,Saint Vincent and Grenadines,2008,male,15-24 years,0.0,10344.0
34435,Saint Vincent and Grenadines,2008,male,25-34 years,0.0,8944.0
34436,Saint Vincent and Grenadines,2008,male,35-54 years,2.0,14103.0
34437,Saint Vincent and Grenadines,2008,male,5-14 years,0.0,10348.0
34438,Saint Vincent and Grenadines,2008,male,55-74 years,1.0,5420.0
34439,Saint Vincent and Grenadines,2008,male,75+ years,0.0,1255.0
34440,Saint Vincent and Grenadines,2009,female,15-24 years,0.0,10126.0
34441,Saint Vincent and Grenadines,2009,female,25-34 years,0.0,8643.0
34442,Saint Vincent and Grenadines,2009,female,35-54 years,0.0,13206.0
34443,Saint Vincent and Grenadines,2009,female,5-14 years,0.0,9944.0
34444,Saint Vincent and Grenadines,2009,female,55-74 years,0.0,5787.0
34445,Saint Vincent and Grenadines,2009,female,75+ years,0.0,1761.0
34446,Saint Vincent and Grenadines,2009,male,15-24 years,0.0,10305.0
34447,Saint Vincent and Grenadines,2009,male,25-34 years,1.0,8944.0
34448,Saint Vincent and Grenadines,2009,male,35-54 years,0.0,14258.0
34449,Saint Vincent and Grenadines,2009,male,5-14 years,0.0,10156.0
34450,Saint Vincent and Grenadines,2009,male,55-74 years,0.0,5558.0
34451,Saint Vincent and Grenadines,2009,male,75+ years,0.0,1239.0
34452,Saint Vincent and Grenadines,2010,female,15-24 years,0.0,10100.0
34453,Saint Vincent and Grenadines,2010,female,25-34 years,0.0,8656.0
34454,Saint Vincent and Grenadines,2010,female,35-54 years,0.0,13330.0
34455,Saint Vincent and Grenadines,2010,female,5-14 years,0.0,9754.0
34456,Saint Vincent and Grenadines,2010,female,55-74 years,0.0,5951.0
34457,Saint Vincent and Grenadines,2010,female,75+ years,0.0,1741.0
34458,Saint Vincent and Grenadines,2010,male,15-24 years,0.0,10289.0
34459,Saint Vincent and Grenadines,2010,male,25-34 years,4.0,8930.0
34460,Saint Vincent and Grenadines,2010,male,35-54 years,0.0,14386.0
34461,Saint Vincent and Grenadines,2010,male,5-14 years,1.0,9962.0
34462,Saint Vincent and Grenadines,2010,male,55-74 years,0.0,5730.0
34463,Saint Vincent and Grenadines,2010,male,75+ years,0.0,1221.0
34464,Saint Vincent and Grenadines,2011,female,15-24 years,0.0,9973.0
34465,Saint Vincent and Grenadines,2011,female,25-34 years,0.0,8686.0
34466,Saint Vincent and Grenadines,2011,female,35-54 years,0.0,13447.0
34467,Saint Vincent and Grenadines,2011,female,5-14 years,0.0,9530.0
34468,Saint Vincent and Grenadines,2011,female,55-74 years,1.0,6091.0
34469,Saint Vincent and Grenadines,2011,female,75+ years,0.0,1807.0
34470,Saint Vincent and Grenadines,2011,male,15-24 years,1.0,10177.0
34471,Saint Vincent and Grenadines,2011,male,25-34 years,0.0,8921.0
34472,Saint Vincent and Grenadines,2011,male,35-54 years,3.0,14471.0
34473,Saint Vincent and Grenadines,2011,male,5-14 years,0.0,9742.0
34474,Saint Vincent and Grenadines,2011,male,55-74 years,0.0,5909.0
34475,Saint Vincent and Grenadines,2011,male,75+ years,0.0,1283.0
34476,Saint Vincent and Grenadines,2012,female,15-24 years,1.0,9859.0
34477,Saint Vincent and Grenadines,2012,female,25-34 years,0.0,8700.0
34478,Saint Vincent and Grenadines,2012,female,35-54 years,2.0,13558.0
34479,Saint Vincent and Grenadines,2012,female,5-14 years,0.0,9355.0
34480,Saint Vincent and Grenadines,2012,female,55-74 years,0.0,6253.0
34481,Saint Vincent and Grenadines,2012,female,75+ years,0.0,1881.0
34482,Saint Vincent and Grenadines,2012,male,15-24 years,2.0,10078.0
34483,Saint Vincent and Grenadines,2012,male,25-34 years,2.0,8898.0
34484,Saint Vincent and Grenadines,2012,male,35-54 years,2.0,14545.0
