,country,year,sex,age,suicides_no,population
"Virgin Islands (USA)","2007.0","female","5-14 years","0.0","7638.0"
"Virgin Islands (USA)","2007.0","female","55-74 years","0.0","11755.0"
"Virgin Islands (USA)","2007.0","female","75+ years","0.0","2279.0"
"Virgin Islands (USA)","2007.0","male","15-24 years","1.0","6823.0"
"Virgin Islands (USA)","2007.0","male","25-34 years","2.0","5792.0"
"Virgin Islands (USA)","2007.0","male","35-54 years","1.0","14189.0"
"Virgin Islands (USA)","2007.0","male","5-14 years","1.0","8031.0"
"Virgin Islands (USA)","2007.0","male","55-74 years","2.0","11057.0"
"Virgin Islands (USA)","2007.0","male","75+ years","1.0","1892.0"
"Virgin Islands (USA)","2008.0","female","15-24 years","0.0","7303.0"
"Virgin Islands (USA)","2008.0","female","25-34 years","0.0","6713.0"
"Virgin Islands (USA)","2008.0","female","35-54 years","1.0","15838.0"
"Virgin Islands (USA)","2008.0","female","5-14 years","0.0","7395.0"
"Virgin Islands (USA)","2008.0","female","55-74 years","0.0","12078.0"
"Virgin Islands (USA)","2008.0","female","75+ years","0.0","2404.0"
"Virgin Islands (USA)","2008.0","male","15-24 years","0.0","6663.0"
"Virgin Islands (USA)","2008.0","male","25-34 years","2.0","5762.0"
"Virgin Islands (USA)","2008.0","male","35-54 years","3.0","14188.0"
"Virgin Islands (USA)","2008.0","male","5-14 years","0.0","7823.0"
"Virgin Islands (USA)","2008.0","male","55-74 years","0.0","11182.0"
"Virgin Islands (USA)","2008.0","male","75+ years","0.0","1919.0"
"Virgin Islands (USA)","2009.0","female","15-24 years","0.0","7117.0"
"Virgin Islands (USA)","2009.0","female","25-34 years","0.0","6667.0"
"Virgin Islands (USA)","2009.0","female","35-54 years","0.0","15743.0"
"Virgin Islands (USA)","2009.0","female","5-14 years","0.0","7203.0"
"Virgin Islands (USA)","2009.0","female","55-74 years","0.0","12400.0"
"Virgin Islands (USA)","2009.0","female","75+ years","0.0","2526.0"
"Virgin Islands (USA)","2009.0","male","15-24 years","1.0","6543.0"
"Virgin Islands (USA)","2009.0","male","25-34 years","0.0","5661.0"
"Virgin Islands (USA)","2009.0","male","35-54 years","4.0","14175.0"
"Virgin Islands (USA)","2009.0","male","5-14 years","0.0","7647.0"
"Virgin Islands (USA)","2009.0","male","55-74 years","4.0","11337.0"
"Virgin Islands (USA)","2009.0","male","75+ years","0.0","1941.0"
"Virgin Islands (USA)","2010.0","female","15-24 years","0.0","6946.0"
"Virgin Islands (USA)","2010.0","female","25-34 years","1.0","6553.0"
"Virgin Islands (USA)","2010.0","female","35-54 years","2.0","15632.0"
"Virgin Islands (USA)","2010.0","female","5-14 years","0.0","7060.0"
"Virgin Islands (USA)","2010.0","female","55-74 years","0.0","12740.0"
"Virgin Islands (USA)","2010.0","female","75+ years","0.0","2651.0"
"Virgin Islands (USA)","2010.0","male","15-24 years","0.0","6463.0"
"Virgin Islands (USA)","2010.0","male","25-34 years","1.0","5472.0"
"Virgin Islands (USA)","2010.0","male","35-54 years","2.0","14141.0"
"Virgin Islands (USA)","2010.0","male","5-14 years","0.0","7510.0"
"Virgin Islands (USA)","2010.0","male","55-74 years","1.0","11537.0"
"Virgin Islands (USA)","2010.0","male","75+ years","1.0","1953.0"
"Virgin Islands (USA)","2011.0","female","15-24 years","0.0","6883.0"
"Virgin Islands (USA)","2011.0","female","25-34 years","0.0","6376.0"
"Virgin Islands (USA)","2011.0","female","35-54 years","0.0","15382.0"
"Virgin Islands (USA)","2011.0","female","5-14 years","0.0","6961.0"
"Virgin Islands (USA)","2011.0","female","55-74 years","1.0","13041.0"
"Virgin Islands (USA)","2011.0","female","75+ years","1.0","2790.0"
"Virgin Islands (USA)","2011.0","male","15-24 years","0.0","6553.0"
"Virgin Islands (USA)","2011.0","male","25-34 years","1.0","5271.0"
"Virgin Islands (USA)","2011.0","male","35-54 years","2.0","13857.0"
"Virgin Islands (USA)","2011.0","male","5-14 years","0.0","7400.0"
"Virgin Islands (USA)","2011.0","male","55-74 years","3.0","11730.0"
"Virgin Islands (USA)","2011.0","male","75+ years","0.0","2046.0"
"Virgin Islands (USA)","2012.0","female","15-24 years","0.0","6833.0"
"Virgin Islands (USA)","2012.0","female","25-34 years","1.0","6185.0"
"Virgin Islands (USA)","2012.0","female","35-54 years","1.0","15126.0"
"Virgin Islands (USA)","2012.0","female","5-14 years","0.0","6929.0"
"Virgin Islands (USA)","2012.0","female","55-74 years","2.0","13364.0"
"Virgin Islands (USA)","2012.0","female","75+ years","0.0","2940.0"
"Virgin Islands (USA)","2012.0","male","15-24 years","2.0","6663.0"
"Virgin Islands (USA)","2012.0","male","25-34 years","2.0","5061.0"
"Virgin Islands (USA)","2012.0","male","35-54 years","2.0","13542.0"
"Virgin Islands (USA)","2012.0","male","5-14 years","0.0","7334.0"
"Virgin Islands (USA)","2012.0","male","55-74 years","0.0","11957.0"
"Virgin Islands (USA)","2012.0","male","75+ years","0.0","2135.0"
"Virgin Islands (USA)","2015.0","female","15-24 years","0.0","6675.0"
"Virgin Islands (USA)","2015.0","female","25-34 years","0.0","5662.0"
"Virgin Islands (USA)","2015.0","female","35-54 years","0.0","14278.0"
"Virgin Islands (USA)","2015.0","female","5-14 years","0.0","7099.0"
"Virgin Islands (USA)","2015.0","female","55-74 years","0.0","14269.0"
"Virgin Islands (USA)","2015.0","female","75+ years","0.0","3508.0"
"Virgin Islands (USA)","2015.0","male","15-24 years","0.0","6933.0"
"Virgin Islands (USA)","2015.0","male","25-34 years","2.0","4609.0"
"Virgin Islands (USA)","2015.0","male","35-54 years","1.0","12516.0"
"Virgin Islands (USA)","2015.0","male","5-14 years","0.0","7291.0"
"Virgin Islands (USA)","2015.0","male","55-74 years","0.0","12615.0"
"Virgin Islands (USA)","2015.0","male","75+ years","0.0","2496.0"
"Zimbabwe","1990.0","female","15-24 years","124.0",""
"Zimbabwe","1990.0","female","25-34 years","59.0",""
"Zimbabwe","1990.0","female","35-54 years","45.0",""
"Zimbabwe","1990.0","female","5-14 years","6.0",""
"Zimbabwe","1990.0","female","55-74 years","20.0",""
"Zimbabwe","1990.0","female","75+ years","3.0",""
"Zimbabwe","1990.0","male","15-24 years","132.0",""
"Zimbabwe","1990.0","male","25-34 years","150.0",""
"Zimbabwe","1990.0","male","35-54 years","132.0",""
"Zimbabwe","1990.0","male","5-14 years","6.0",""
"Zimbabwe","1990.0","male","55-74 years","74.0",""
"Zimbabwe","1990.0","male","75+ years","13.0",""
